,uf,municipio,porte,2640000,5912002,8650006,3220500,4756300,5920100,7729202,8592903,9001902,4329105,9001906,1830001,cnpj_basico
37644,RJ,5819,1.0,0,0,1,0,1,0,0,0,0,0,1,0,1
37645,RJ,5819,1.0,0,1,0,0,0,0,0,0,0,0,0,0,2
37646,RJ,5819,1.0,0,1,0,0,0,0,0,0,0,1,0,0,2
37647,RJ,5819,1.0,0,1,0,0,0,0,0,0,1,0,1,0,1
37648,RJ,5819,1.0,0,1,0,0,0,1,0,0,0,0,0,0,4
37649,RJ,5819,1.0,0,1,0,0,0,1,0,0,1,0,1,0,3
37650,RJ,5819,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
37651,RJ,5819,1.0,0,1,0,0,1,0,1,0,0,0,0,0,2
37652,RJ,5819,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2
37653,RJ,5819,1.0,1,0,0,0,1,1,1,0,1,0,1,0,2
37654,RJ,5819,1.0,1,1,0,1,1,1,1,1,1,0,1,1,2
37655,RJ,5819,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1
37656,RJ,5819,3.0,0,0,0,0,0,0,0,0,0,0,1,0,16
37657,RJ,5819,3.0,0,0,0,0,0,0,0,0,0,1,0,0,4
37658,RJ,5819,3.0,0,0,0,0,0,0,0,0,0,1,1,0,6
37659,RJ,5819,3.0,0,0,0,0,0,0,0,0,1,0,0,0,3
37660,RJ,5819,3.0,0,0,0,0,0,0,0,0,1,0,1,0,9
37661,RJ,5819,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
37662,RJ,5819,3.0,0,0,0,0,0,0,1,0,0,0,0,0,2
37663,RJ,5819,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
37664,RJ,5819,3.0,0,0,0,0,1,0,0,0,0,0,0,0,12
37665,RJ,5819,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1
37666,RJ,5819,3.0,0,0,0,0,1,0,0,0,1,0,0,0,1
37667,RJ,5819,3.0,0,0,0,0,1,0,0,0,1,0,1,0,6
37668,RJ,5819,3.0,0,0,0,0,1,0,1,0,0,0,0,0,1
37669,RJ,5819,3.0,0,0,0,0,1,0,1,0,0,0,1,0,3
37670,RJ,5819,3.0,0,0,0,0,1,1,1,0,1,0,1,0,3
37671,RJ,5819,3.0,0,0,1,0,0,0,0,0,0,0,0,0,13
37672,RJ,5819,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1
37673,RJ,5819,3.0,0,1,0,0,0,0,0,0,1,0,1,0,1
37674,RJ,5819,5.0,0,0,0,0,0,0,0,0,0,0,1,0,5
37675,RJ,5819,5.0,0,0,0,0,0,0,0,0,0,1,0,0,4
37676,RJ,5819,5.0,0,0,0,0,0,0,0,0,0,1,1,0,1
37677,RJ,5819,5.0,0,0,0,0,0,0,0,0,1,0,0,0,4
37678,RJ,5819,5.0,0,0,0,0,0,0,0,0,1,0,1,0,1
37679,RJ,5819,5.0,0,0,0,0,0,0,0,0,1,1,1,0,1
37680,RJ,5819,5.0,0,0,0,0,0,0,0,1,0,0,0,0,4
37681,RJ,5819,5.0,0,0,0,0,0,0,0,1,1,0,0,0,3
37682,RJ,5819,5.0,0,0,0,0,0,0,0,1,1,0,1,0,1
37683,RJ,5819,5.0,0,0,0,0,0,0,1,0,0,0,0,0,3
37684,RJ,5819,5.0,0,0,0,0,0,1,0,0,1,0,1,0,1
37685,RJ,5819,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3
37686,RJ,5819,5.0,0,0,0,0,1,0,0,0,1,0,1,0,2
37687,RJ,5819,5.0,0,0,1,0,0,0,0,0,0,0,0,0,25
37688,RJ,5821,1.0,0,0,0,0,0,0,0,0,0,0,1,0,7
37689,RJ,5821,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
37690,RJ,5821,1.0,0,0,0,0,0,0,0,0,1,0,0,0,4
37691,RJ,5821,1.0,0,0,0,0,0,0,0,0,1,0,1,0,2
37692,RJ,5821,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2
37693,RJ,5821,1.0,0,0,0,0,0,0,0,1,0,1,1,0,2
37694,RJ,5821,1.0,0,0,0,0,0,0,0,1,1,0,0,0,2
37695,RJ,5821,1.0,0,0,0,0,0,0,0,1,1,0,1,0,2
37696,RJ,5821,1.0,0,0,0,0,0,0,1,0,0,0,0,0,11
37697,RJ,5821,1.0,0,0,0,0,0,1,0,0,1,0,1,0,1
37698,RJ,5821,1.0,0,0,0,0,0,1,1,0,1,0,1,0,2
37699,RJ,5821,1.0,0,0,0,0,1,0,0,0,0,0,0,0,8
37700,RJ,5821,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
37701,RJ,5821,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1
37702,RJ,5821,1.0,0,0,0,0,1,0,0,0,1,0,1,0,2
37703,RJ,5821,1.0,0,0,0,0,1,0,0,1,0,0,1,0,1
37704,RJ,5821,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
37705,RJ,5821,3.0,0,0,0,0,0,0,1,0,0,0,0,0,2
37706,RJ,5823,1.0,0,0,0,0,0,0,0,0,0,0,1,0,6
37707,RJ,5823,1.0,0,0,0,0,0,0,0,0,0,1,0,0,3
37708,RJ,5823,1.0,0,0,0,0,0,0,0,0,1,0,0,0,7
37709,RJ,5823,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
37710,RJ,5823,1.0,0,0,0,0,0,0,1,0,0,0,0,0,8
37711,RJ,5823,1.0,0,0,0,0,0,0,1,0,0,0,1,0,3
37712,RJ,5823,1.0,0,0,0,0,0,0,1,0,0,1,1,0,2
37713,RJ,5823,1.0,0,0,0,0,0,1,1,0,1,0,1,0,3
37714,RJ,5823,1.0,0,0,0,0,1,0,0,0,0,0,0,0,10
37715,RJ,5823,1.0,0,0,0,0,1,0,0,0,0,0,1,0,7
37716,RJ,5823,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1
37717,RJ,5823,1.0,0,0,0,0,1,0,0,0,1,0,1,0,2
37718,RJ,5823,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1
37719,RJ,5823,1.0,0,0,0,0,1,0,1,0,0,0,0,0,4
37720,RJ,5823,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1
37721,RJ,5823,1.0,0,0,0,0,1,0,1,0,1,0,1,0,2
37722,RJ,5823,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
37723,RJ,5823,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
37724,RJ,5823,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
37725,RJ,5823,3.0,0,0,0,0,0,0,1,0,0,0,1,0,4
37726,RJ,5823,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1
37727,RJ,5823,5.0,0,0,0,0,0,0,0,0,1,0,0,0,1
37728,RJ,5825,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1
37729,RJ,5825,1.0,0,0,0,0,0,0,0,0,0,0,1,0,23
37730,RJ,5825,1.0,0,0,0,0,0,0,0,0,0,1,0,0,6
37731,RJ,5825,1.0,0,0,0,0,0,0,0,0,1,0,0,0,21
37732,RJ,5825,1.0,0,0,0,0,0,0,0,0,1,0,1,0,4
37733,RJ,5825,1.0,0,0,0,0,0,0,0,1,0,0,0,0,7
37734,RJ,5825,1.0,0,0,0,0,0,0,0,1,1,0,0,0,3
37735,RJ,5825,1.0,0,0,0,0,0,0,1,0,0,0,0,0,31
37736,RJ,5825,1.0,0,0,0,0,0,0,1,0,0,0,1,0,3
37737,RJ,5825,1.0,0,0,0,0,0,0,1,1,1,0,0,0,3
37738,RJ,5825,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
37739,RJ,5825,1.0,0,0,0,0,0,1,0,0,1,0,0,0,2
37740,RJ,5825,1.0,0,0,0,0,1,0,0,0,0,0,0,0,30
37741,RJ,5825,1.0,0,0,0,0,1,0,0,0,0,0,0,1,2
37742,RJ,5825,1.0,0,0,0,0,1,0,0,0,0,0,1,0,8
37743,RJ,5825,1.0,0,0,0,0,1,0,0,0,1,0,0,0,3
37744,RJ,5825,1.0,0,0,0,0,1,0,0,0,1,0,1,1,2
37745,RJ,5825,1.0,0,0,0,0,1,0,0,1,0,0,1,0,1
37746,RJ,5825,1.0,0,0,0,0,1,0,1,0,0,0,0,0,2
37747,RJ,5825,1.0,0,0,0,0,1,0,1,0,0,0,0,1,2
37748,RJ,5825,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1
37749,RJ,5825,1.0,0,0,0,0,1,0,1,0,0,0,1,1,1
37750,RJ,5825,1.0,0,0,0,0,1,0,1,0,1,0,1,0,2
37751,RJ,5825,1.0,0,0,0,0,1,0,1,0,1,0,1,1,2
37752,RJ,5825,1.0,0,0,0,0,1,0,1,1,0,1,1,0,2
37753,RJ,5825,1.0,0,0,0,0,1,0,1,1,1,0,0,0,1
37754,RJ,5825,1.0,0,0,0,0,1,0,1,1,1,0,1,0,1
37755,RJ,5825,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1
37756,RJ,5825,1.0,0,0,0,1,0,0,0,1,1,0,0,0,3
37757,RJ,5825,1.0,0,0,1,0,0,0,0,0,0,0,0,0,5
37758,RJ,5825,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
37759,RJ,5825,1.0,0,1,0,0,0,1,0,0,0,0,1,0,3
37760,RJ,5825,3.0,0,0,0,0,0,0,0,0,0,1,0,0,2
37761,RJ,5825,3.0,0,0,0,0,0,0,1,0,0,0,0,0,2
37762,RJ,5825,3.0,0,0,0,0,1,0,0,0,0,0,0,0,2
37763,RJ,5825,3.0,0,0,0,0,1,0,0,0,1,0,0,0,1
37764,RJ,5825,3.0,0,0,0,0,1,0,0,0,1,0,1,0,3
37765,RJ,5825,3.0,0,0,0,0,1,0,1,0,0,0,1,1,2
37766,RJ,5825,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3
37767,RJ,5825,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1
37768,RJ,5827,1.0,0,0,0,0,0,0,0,0,0,0,1,0,8
37769,RJ,5827,1.0,0,0,0,0,0,0,0,0,0,1,0,0,4
37770,RJ,5827,1.0,0,0,0,0,0,0,0,0,1,0,0,0,6
37771,RJ,5827,1.0,0,0,0,0,0,0,0,0,1,0,1,0,8
37772,RJ,5827,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
37773,RJ,5827,1.0,0,0,0,0,0,0,0,1,1,0,0,0,2
37774,RJ,5827,1.0,0,0,0,0,0,0,1,0,0,0,0,0,9
37775,RJ,5827,1.0,0,0,0,0,0,0,1,0,1,0,1,0,1
37776,RJ,5827,1.0,0,0,0,0,1,0,0,0,0,0,0,0,6
37777,RJ,5827,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1
37778,RJ,5827,1.0,0,0,0,0,1,0,0,1,1,0,1,0,1
37779,RJ,5827,1.0,0,0,0,0,1,0,1,0,0,0,1,0,2
37780,RJ,5827,1.0,0,0,0,0,1,0,1,0,0,0,1,1,1
37781,RJ,5827,1.0,0,0,0,0,1,0,1,0,1,0,1,0,2
37782,RJ,5827,1.0,0,0,0,1,0,0,0,1,1,0,0,0,2
37783,RJ,5827,1.0,0,0,1,0,0,0,0,0,0,0,0,0,2
37784,RJ,5827,3.0,0,0,0,0,0,0,1,0,1,0,1,0,2
37785,RJ,5829,1.0,0,0,0,0,0,0,0,0,0,0,1,0,21
37786,RJ,5829,1.0,0,0,0,0,0,0,0,0,0,1,0,0,3
37787,RJ,5829,1.0,0,0,0,0,0,0,0,0,1,0,0,0,10
37788,RJ,5829,1.0,0,0,0,0,0,0,0,0,1,0,1,0,6
37789,RJ,5829,1.0,0,0,0,0,0,0,0,1,1,0,0,0,4
37790,RJ,5829,1.0,0,0,0,0,0,0,0,1,1,0,1,0,1
37791,RJ,5829,1.0,0,0,0,0,0,0,1,0,0,0,0,0,8
37792,RJ,5829,1.0,0,0,0,0,0,0,1,0,0,0,1,0,10
37793,RJ,5829,1.0,0,0,0,0,0,0,1,0,1,0,1,0,6
37794,RJ,5829,1.0,0,0,0,0,0,0,1,1,1,0,1,0,2
37795,RJ,5829,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
37796,RJ,5829,1.0,0,0,0,0,0,1,0,0,1,0,1,0,1
37797,RJ,5829,1.0,0,0,0,0,0,1,1,0,1,0,1,0,4
37798,RJ,5829,1.0,0,0,0,0,1,0,0,0,0,0,0,0,8
37799,RJ,5829,1.0,0,0,0,0,1,0,0,0,0,0,1,0,2
37800,RJ,5829,1.0,0,0,0,0,1,0,0,0,1,0,1,0,2
37801,RJ,5829,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1
37802,RJ,5829,1.0,0,0,0,0,1,0,1,0,0,0,0,0,2
37803,RJ,5829,1.0,0,0,0,0,1,0,1,1,1,0,1,0,2
37804,RJ,5829,1.0,0,0,1,0,0,0,0,0,0,0,0,0,7
37805,RJ,5829,1.0,0,1,0,0,0,1,1,0,1,1,1,0,3
37806,RJ,5829,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
37807,RJ,5829,3.0,0,0,0,0,0,0,1,0,0,0,0,0,2
37808,RJ,5829,3.0,0,0,0,0,1,1,0,0,0,0,1,0,1
37809,RJ,5829,3.0,0,1,0,0,0,1,0,0,0,1,0,0,2
37810,RJ,5829,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1
37811,RJ,5829,5.0,0,0,1,0,0,0,0,0,0,0,0,0,2
37812,RJ,5831,1.0,0,0,0,0,0,0,0,0,0,0,1,0,9
37813,RJ,5831,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
37814,RJ,5831,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
37815,RJ,5831,1.0,0,0,0,0,0,0,0,0,1,0,1,0,3
37816,RJ,5831,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2
37817,RJ,5831,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1
37818,RJ,5831,1.0,0,0,0,0,0,0,0,1,1,0,1,0,1
37819,RJ,5831,1.0,0,0,0,0,0,0,1,0,0,0,0,0,3
37820,RJ,5831,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
37821,RJ,5831,1.0,0,0,0,0,1,0,0,0,0,0,0,0,8
37822,RJ,5831,1.0,0,0,0,0,1,0,0,0,0,0,1,0,11
37823,RJ,5831,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1
37824,RJ,5831,1.0,0,0,0,0,1,0,1,0,0,0,0,0,3
37825,RJ,5831,1.0,0,1,0,0,0,1,1,0,1,0,1,0,1
37826,RJ,5831,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
37827,RJ,5833,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1
37828,RJ,5833,1.0,0,0,0,0,0,0,0,0,0,0,1,0,239
37829,RJ,5833,1.0,0,0,0,0,0,0,0,0,0,1,0,0,194
37830,RJ,5833,1.0,0,0,0,0,0,0,0,0,0,1,1,0,7
37831,RJ,5833,1.0,0,0,0,0,0,0,0,0,1,0,0,0,146
37832,RJ,5833,1.0,0,0,0,0,0,0,0,0,1,0,1,0,20
37833,RJ,5833,1.0,0,0,0,0,0,0,0,1,0,0,0,0,88
37834,RJ,5833,1.0,0,0,0,0,0,0,0,1,0,0,1,0,9
37835,RJ,5833,1.0,0,0,0,0,0,0,0,1,0,1,0,0,1
37836,RJ,5833,1.0,0,0,0,0,0,0,0,1,1,0,0,0,47
37837,RJ,5833,1.0,0,0,0,0,0,0,0,1,1,0,1,0,8
37838,RJ,5833,1.0,0,0,0,0,0,0,0,1,1,1,0,0,2
37839,RJ,5833,1.0,0,0,0,0,0,0,1,0,0,0,0,0,319
37840,RJ,5833,1.0,0,0,0,0,0,0,1,0,0,0,1,0,25
37841,RJ,5833,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1
37842,RJ,5833,1.0,0,0,0,0,0,0,1,0,0,1,1,0,1
37843,RJ,5833,1.0,0,0,0,0,0,0,1,0,1,0,0,0,5
37844,RJ,5833,1.0,0,0,0,0,0,0,1,0,1,0,1,0,3
37845,RJ,5833,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2
37846,RJ,5833,1.0,0,0,0,0,0,0,1,1,0,0,1,0,2
37847,RJ,5833,1.0,0,0,0,0,0,0,1,1,1,0,0,0,1
37848,RJ,5833,1.0,0,0,0,0,0,0,1,1,1,0,1,0,4
37849,RJ,5833,1.0,0,0,0,0,0,1,0,0,0,0,0,0,9
37850,RJ,5833,1.0,0,0,0,0,0,1,0,0,0,0,1,0,2
37851,RJ,5833,1.0,0,0,0,0,0,1,0,0,1,0,0,0,8
37852,RJ,5833,1.0,0,0,0,0,0,1,0,0,1,0,1,0,3
37853,RJ,5833,1.0,0,0,0,0,0,1,0,1,1,0,0,0,2
37854,RJ,5833,1.0,0,0,0,0,1,0,0,0,0,0,0,0,110
37855,RJ,5833,1.0,0,0,0,0,1,0,0,0,0,0,1,0,6
37856,RJ,5833,1.0,0,0,0,0,1,0,0,0,0,1,1,0,2
37857,RJ,5833,1.0,0,0,0,0,1,0,0,0,1,0,0,0,2
37858,RJ,5833,1.0,0,0,0,0,1,0,0,0,1,0,1,0,2
37859,RJ,5833,1.0,0,0,0,0,1,0,0,1,0,0,0,0,5
37860,RJ,5833,1.0,0,0,0,0,1,0,0,1,0,0,1,0,2
37861,RJ,5833,1.0,0,0,0,0,1,0,0,1,1,0,0,0,6
37862,RJ,5833,1.0,0,0,0,0,1,0,0,1,1,0,1,0,4
37863,RJ,5833,1.0,0,0,0,0,1,0,1,0,0,0,1,0,4
37864,RJ,5833,1.0,0,0,0,0,1,0,1,0,0,1,1,0,2
37865,RJ,5833,1.0,0,0,0,0,1,0,1,0,1,0,1,0,3
37866,RJ,5833,1.0,0,0,0,0,1,0,1,1,1,0,0,0,1
37867,RJ,5833,1.0,0,0,0,0,1,0,1,1,1,0,1,0,1
37868,RJ,5833,1.0,0,0,0,1,0,0,0,0,0,0,0,0,4
37869,RJ,5833,1.0,0,0,0,1,0,0,0,0,1,0,0,0,2
37870,RJ,5833,1.0,0,0,0,1,0,0,0,1,1,0,0,0,1
37871,RJ,5833,1.0,0,0,0,1,0,0,1,1,1,0,0,0,1
37872,RJ,5833,1.0,0,0,0,1,1,0,0,0,0,0,0,0,3
37873,RJ,5833,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1
37874,RJ,5833,1.0,0,0,0,1,1,0,0,1,1,0,0,0,1
37875,RJ,5833,1.0,0,0,0,1,1,0,1,1,1,0,1,0,2
37876,RJ,5833,1.0,0,0,1,0,0,0,0,0,0,0,0,0,38
37877,RJ,5833,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1
37878,RJ,5833,1.0,0,1,0,0,0,0,0,0,1,0,1,0,1
37879,RJ,5833,1.0,0,1,0,0,0,0,1,0,1,0,1,0,1
37880,RJ,5833,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1
37881,RJ,5833,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1
37882,RJ,5833,1.0,0,1,0,0,0,1,0,0,1,0,1,0,2
37883,RJ,5833,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2
37884,RJ,5833,3.0,0,0,0,0,0,0,0,0,0,0,1,0,4
37885,RJ,5833,3.0,0,0,0,0,0,0,0,0,0,1,0,0,6
37886,RJ,5833,3.0,0,0,0,0,0,0,0,0,1,0,0,0,4
37887,RJ,5833,3.0,0,0,0,0,0,0,1,0,0,0,0,0,7
37888,RJ,5833,3.0,0,0,0,0,0,1,0,0,1,0,0,0,5
37889,RJ,5833,3.0,0,0,0,0,0,1,0,0,1,0,1,0,4
37890,RJ,5833,3.0,0,0,0,0,1,0,0,0,0,0,0,0,22
37891,RJ,5833,3.0,0,0,0,0,1,0,0,0,0,0,1,0,2
37892,RJ,5833,3.0,0,0,1,0,0,0,0,0,0,0,0,0,6
37893,RJ,5833,3.0,0,1,0,0,0,1,0,0,1,0,0,0,1
37894,RJ,5833,5.0,0,0,0,0,0,0,0,0,0,0,1,0,2
37895,RJ,5833,5.0,0,0,0,0,0,0,0,0,0,1,0,0,9
37896,RJ,5833,5.0,0,0,0,0,0,0,0,0,0,1,1,0,1
37897,RJ,5833,5.0,0,0,0,0,0,0,0,0,1,0,0,0,5
37898,RJ,5833,5.0,0,0,0,0,0,0,0,0,1,0,1,0,1
37899,RJ,5833,5.0,0,0,0,0,0,0,0,1,0,0,0,0,8
37900,RJ,5833,5.0,0,0,0,0,0,0,0,1,1,0,0,0,2
37901,RJ,5833,5.0,0,0,0,0,0,0,0,1,1,0,1,0,1
37902,RJ,5833,5.0,0,0,0,0,0,0,1,0,0,0,0,0,5
37903,RJ,5833,5.0,0,0,0,0,0,1,0,0,0,0,0,0,2
37904,RJ,5833,5.0,0,0,0,0,0,1,0,1,1,0,1,0,1
37905,RJ,5833,5.0,0,0,0,0,1,0,0,0,0,0,0,0,6
37906,RJ,5833,5.0,0,0,1,0,0,0,0,0,0,0,0,0,17
37907,RJ,5835,1.0,0,0,0,0,0,0,0,0,0,0,1,0,8
37908,RJ,5835,1.0,0,0,0,0,0,0,0,0,0,1,0,0,3
37909,RJ,5835,1.0,0,0,0,0,0,0,0,0,1,0,0,0,5
37910,RJ,5835,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
37911,RJ,5835,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1
37912,RJ,5835,1.0,0,0,0,0,0,0,0,1,1,0,1,0,1
37913,RJ,5835,1.0,0,0,0,0,0,0,1,0,0,0,0,0,10
37914,RJ,5835,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
37915,RJ,5835,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3
37916,RJ,5835,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1
37917,RJ,5835,1.0,0,0,0,0,1,0,0,1,1,0,0,0,1
37918,RJ,5835,1.0,0,1,0,0,0,1,0,1,1,0,1,0,2
37919,RJ,5835,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
37920,RJ,5835,3.0,0,0,0,0,1,0,0,0,0,0,0,0,3
37921,RJ,5837,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1
37922,RJ,5837,1.0,0,0,0,0,0,0,0,0,0,0,1,0,61
37923,RJ,5837,1.0,0,0,0,0,0,0,0,0,0,1,0,0,41
37924,RJ,5837,1.0,0,0,0,0,0,0,0,0,0,1,1,0,6
37925,RJ,5837,1.0,0,0,0,0,0,0,0,0,1,0,0,0,38
37926,RJ,5837,1.0,0,0,0,0,0,0,0,0,1,0,1,0,4
37927,RJ,5837,1.0,0,0,0,0,0,0,0,1,0,0,0,0,16
37928,RJ,5837,1.0,0,0,0,0,0,0,0,1,1,0,0,0,8
37929,RJ,5837,1.0,0,0,0,0,0,0,0,1,1,0,1,0,3
37930,RJ,5837,1.0,0,0,0,0,0,0,1,0,0,0,0,0,67
37931,RJ,5837,1.0,0,0,0,0,0,0,1,0,0,0,1,0,5
37932,RJ,5837,1.0,0,0,0,0,0,0,1,1,1,0,0,0,1
37933,RJ,5837,1.0,0,0,0,0,0,0,1,1,1,0,1,0,1
37934,RJ,5837,1.0,0,0,0,0,0,1,0,0,0,0,0,0,2
37935,RJ,5837,1.0,0,0,0,0,0,1,0,0,1,0,0,0,2
37936,RJ,5837,1.0,0,0,0,0,0,1,1,0,0,0,1,0,1
37937,RJ,5837,1.0,0,0,0,0,1,0,0,0,0,0,0,0,25
37938,RJ,5837,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1
37939,RJ,5837,1.0,0,0,0,0,1,0,0,0,1,0,0,0,3
37940,RJ,5837,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1
37941,RJ,5837,1.0,0,0,0,0,1,0,0,1,1,0,0,0,1
37942,RJ,5837,1.0,0,0,0,0,1,0,0,1,1,0,1,0,2
37943,RJ,5837,1.0,0,0,0,0,1,0,1,1,0,0,0,0,1
37944,RJ,5837,1.0,0,0,0,0,1,0,1,1,1,0,0,0,2
37945,RJ,5837,1.0,0,0,0,0,1,0,1,1,1,0,1,0,1
37946,RJ,5837,1.0,0,0,0,0,1,1,0,0,0,0,0,0,2
37947,RJ,5837,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1
37948,RJ,5837,1.0,0,0,0,1,0,0,0,0,1,0,0,0,2
37949,RJ,5837,1.0,0,0,0,1,1,0,0,0,0,0,0,0,2
37950,RJ,5837,1.0,0,0,0,1,1,0,0,0,0,0,1,0,1
37951,RJ,5837,1.0,0,0,0,1,1,0,0,1,0,0,0,0,1
37952,RJ,5837,1.0,0,0,0,1,1,0,0,1,1,0,0,0,1
37953,RJ,5837,1.0,0,0,0,1,1,0,1,0,0,0,0,0,1
37954,RJ,5837,1.0,0,0,1,0,0,0,0,0,0,0,0,0,15
37955,RJ,5837,1.0,0,1,0,0,0,1,0,0,0,0,0,0,2
37956,RJ,5837,1.0,1,0,0,1,1,0,1,0,0,0,0,0,1
37957,RJ,5837,3.0,0,0,0,0,0,0,0,0,0,0,1,0,5
37958,RJ,5837,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
37959,RJ,5837,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
37960,RJ,5837,3.0,0,0,0,0,0,1,0,0,0,0,0,1,1
37961,RJ,5837,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
37962,RJ,5837,3.0,0,0,1,0,0,0,0,0,0,0,0,0,2
37963,RJ,5837,5.0,0,0,0,0,0,0,0,0,1,0,0,0,3
37964,RJ,5837,5.0,0,0,0,0,0,0,0,1,0,0,0,0,3
37965,RJ,5837,5.0,0,0,0,0,0,0,1,0,0,0,0,0,1
37966,RJ,5837,5.0,0,0,0,0,1,0,0,0,0,0,1,0,1
37967,RJ,5837,5.0,0,0,1,0,0,0,0,0,0,0,0,0,4
37968,RJ,5839,1.0,0,0,0,0,0,0,0,0,0,0,1,0,40
37969,RJ,5839,1.0,0,0,0,0,0,0,0,0,0,1,0,0,24
37970,RJ,5839,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1
37971,RJ,5839,1.0,0,0,0,0,0,0,0,0,1,0,0,0,20
37972,RJ,5839,1.0,0,0,0,0,0,0,0,0,1,0,1,0,2
37973,RJ,5839,1.0,0,0,0,0,0,0,0,1,0,0,0,0,18
37974,RJ,5839,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1
37975,RJ,5839,1.0,0,0,0,0,0,0,0,1,1,0,0,0,3
37976,RJ,5839,1.0,0,0,0,0,0,0,1,0,0,0,0,0,47
37977,RJ,5839,1.0,0,0,0,0,0,0,1,0,0,0,1,0,4
37978,RJ,5839,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1
37979,RJ,5839,1.0,0,0,0,0,0,0,1,0,1,0,1,0,3
37980,RJ,5839,1.0,0,0,0,0,0,0,1,1,0,0,0,0,1
37981,RJ,5839,1.0,0,0,0,0,0,0,1,1,0,0,1,0,2
37982,RJ,5839,1.0,0,0,0,0,0,0,1,1,1,0,0,0,3
37983,RJ,5839,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
37984,RJ,5839,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
37985,RJ,5839,1.0,0,0,0,0,0,1,0,0,1,0,1,0,2
37986,RJ,5839,1.0,0,0,0,0,1,0,0,0,0,0,0,0,15
37987,RJ,5839,1.0,0,0,0,0,1,0,0,0,0,0,1,0,2
37988,RJ,5839,1.0,0,0,0,0,1,0,0,1,1,0,0,0,1
37989,RJ,5839,1.0,0,0,0,0,1,0,1,0,0,0,0,0,1
37990,RJ,5839,1.0,0,0,0,0,1,0,1,0,0,0,1,0,2
37991,RJ,5839,1.0,0,0,0,0,1,0,1,1,0,0,0,0,1
